"","gene_name","KO_ID","gene_des","EC","ENTREZID","pathway_id","pathway_name","level1_pathway_name","level2_pathway_name"
"1420","AK8","K00939","adenylate kinase 8","2.7.4.3","158067","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1421","AK6","K18532","adenylate kinase 6","2.7.4.3","102157402","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1422","AK3","K00944","adenylate kinase 3","2.7.4.10","50808","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1423","ENTPD2","K01509","ectonucleoside triphosphate diphosphohydrolase 2","3.6.1.-","954","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1424","NTPCR","K06928","nucleoside-triphosphatase, cancer-related","3.6.1.15","84284","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1425","ENPP1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 1","3.1.4.1 3.6.1.9","5167","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1426","ENPP3","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 3","3.1.4.1 3.6.1.9","5169","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1427","PDE4A","K13293","phosphodiesterase 4A","3.1.4.53","5141","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1428","PDE4B","K13293","phosphodiesterase 4B","3.1.4.53","5142","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1429","PDE4C","K13293","phosphodiesterase 4C","3.1.4.53","5143","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1430","PDE4D","K13293","phosphodiesterase 4D","3.1.4.53","5144","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1431","PDE7A","K18436","phosphodiesterase 7A","3.1.4.53","5150","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1432","PDE7B","K18436","phosphodiesterase 7B","3.1.4.53","27115","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1433","PDE8B","K18437","phosphodiesterase 8B","3.1.4.53","8622","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1434","PDE8A","K18437","phosphodiesterase 8A","3.1.4.53","5151","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1435","FHIT","K01522","fragile histidine triad diadenosine triphosphatase","3.6.1.29","2272","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1436","ENPP4","K18424","ectonucleotide pyrophosphatase/phosphodiesterase 4","3.6.1.29","22875","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1437","PAPSS2","K13811","3'-phosphoadenosine 5'-phosphosulfate synthase 2","2.7.7.4 2.7.1.25","9060","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1438","PAPSS1","K13811","3'-phosphoadenosine 5'-phosphosulfate synthase 1","2.7.7.4 2.7.1.25","9061","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1439","URAD","K13485","ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase","4.1.1.97","646625","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1440","ALLC","K01477","allantoicase","3.5.3.4","55821","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1441","CAD","K11540","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase","6.3.5.5 2.1.3.2 3.5.2.3","790","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1442","DHODH","K00254","dihydroorotate dehydrogenase (quinone)","1.3.5.2","1723","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1443","UMPS","K13421","uridine monophosphate synthetase","2.4.2.10 4.1.1.23","7372","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1444","CMPK1","K13800","cytidine/uridine monophosphate kinase 1","2.7.4.14","51727","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1445","CMPK2","K13809","cytidine/uridine monophosphate kinase 2","2.7.4.14","129607","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1446","NME6","K00940","NME/NM23 nucleoside diphosphate kinase 6","2.7.4.6","10201","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1447","NME7","K00940","NME/NM23 family member 7","2.7.4.6","29922","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1448","NME2","K00940","NME/NM23 nucleoside diphosphate kinase 2","2.7.4.6","4831","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1449","NME4","K00940","NME/NM23 nucleoside diphosphate kinase 4","2.7.4.6","4833","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1450","NME1","K00940","NME/NM23 nucleoside diphosphate kinase 1","2.7.4.6","4830","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1451","NME3","K00940","NME/NM23 nucleoside diphosphate kinase 3","2.7.4.6","4832","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1452","NME1-NME2","K00940","NME1-NME2 readthrough","2.7.4.6","654364","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1453","AK9","K18533","adenylate kinase 9","2.7.4.3 2.7.4.6","221264","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1454","ENTPD3","K01510","ectonucleoside triphosphate diphosphohydrolase 3","3.6.1.5","956","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1455","ENTPD8","K01510","ectonucleoside triphosphate diphosphohydrolase 8","3.6.1.5","377841","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1456","ENTPD1","K01510","ectonucleoside triphosphate diphosphohydrolase 1","3.6.1.5","953","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1457","CANT1","K12304","calcium activated nucleotidase 1","3.6.1.6","124583","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1458","ENTPD4","K12305","ectonucleoside triphosphate diphosphohydrolase 4","3.6.1.6","9583","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1459","ENTPD5","K01511","ectonucleoside triphosphate diphosphohydrolase 5 (inactive)","3.6.1.6","957","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1460","ENTPD6","K01511","ectonucleoside triphosphate diphosphohydrolase 6","3.6.1.6","955","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1461","ENPP1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 1","3.1.4.1 3.6.1.9","5167","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1462","ENPP3","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 3","3.1.4.1 3.6.1.9","5169","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1463","ASMTL","K25435","acetylserotonin O-methyltransferase like","3.6.1.- 2.1.1.-","8623","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1464","NUDT2","K01518","nudix hydrolase 2","3.6.1.17","318","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1465","CTPS1","K01937","CTP synthase 1","6.3.4.2","1503","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1466","CTPS2","K01937","CTP synthase 2","6.3.4.2","56474","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1467","UCK1","K00876","uridine-cytidine kinase 1","2.7.1.48","83549","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1468","UCK2","K00876","uridine-cytidine kinase 2","2.7.1.48","7371","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1469","UCKL1","K00876","uridine-cytidine kinase 1 like 1","2.7.1.48","54963","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1470","NT5C2","K01081","5'-nucleotidase, cytosolic II","3.1.3.5","22978","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1471","NT5C1A","K01081","5'-nucleotidase, cytosolic IA","3.1.3.5","84618","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1472","NT5C1B","K01081","5'-nucleotidase, cytosolic IB","3.1.3.5","93034","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1473","NT5C","K01081","5', 3'-nucleotidase, cytosolic","3.1.3.5","30833","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1474","NT5M","K01081","5',3'-nucleotidase, mitochondrial","3.1.3.5","56953","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1475","NT5C1B-RDH14","K01081","NT5C1B-RDH14 readthrough","3.1.3.5","100526794","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1476","NT5DC4","K01081","5'-nucleotidase domain containing 4","3.1.3.5","284958","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1477","NT5E","K19970","5'-nucleotidase ecto","3.1.3.5","4907","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1478","UPP2","K00757","uridine phosphorylase 2","2.4.2.3","151531","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1479","UPP1","K00757","uridine phosphorylase 1","2.4.2.3","7378","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1480","NT5C3A","K24242","5'-nucleotidase, cytosolic IIIA","3.1.3.91","51251","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1481","NT5C3B","K24242","5'-nucleotidase, cytosolic IIIB","3.1.3.91","115024","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1482","CDA","K01489","cytidine deaminase","3.5.4.5","978","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1483","RRM1","K10807","ribonucleotide reductase catalytic subunit M1","1.17.4.1","6240","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1484","RRM2B","K10808","ribonucleotide reductase regulatory TP53 inducible subunit M2B","1.17.4.1","50484","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1485","RRM2","K10808","ribonucleotide reductase regulatory subunit M2","1.17.4.1","6241","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1486","DCTPP1","K16904","dCTP pyrophosphatase 1","3.6.1.12","79077","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1487","HDDC2","K07023","HD domain containing 2","3.1.3.89","51020","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1488","DCK","K00893","deoxycytidine kinase","2.7.1.74 2.7.1.76 2.7.1.113","1633","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1489","DCTD","K01493","dCMP deaminase","3.5.4.12","1635","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1490","DTYMK","K00943","deoxythymidylate kinase","2.7.4.9","1841","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1491","DUT","K01520","deoxyuridine triphosphatase","3.6.1.23","1854","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1492","TYMP","K00758","thymidine phosphorylase","2.4.2.4","1890","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1493","TK2","K00857","thymidine kinase 2","2.7.1.21","7084","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1494","TK1","K00857","thymidine kinase 1","2.7.1.21","7083","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1495","TYMS","K00560","thymidylate synthetase","2.1.1.45","7298","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1496","DPYD","K00207","dihydropyrimidine dehydrogenase","1.3.1.2","1806","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1497","DPYS","K01464","dihydropyrimidinase","3.5.2.2","1807","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1498","UPB1","K01431","beta-ureidopropionase 1","3.5.1.6","51733","hsa00240","Pyrimidine metabolism","Metabolism","Nucleotide metabolism"
"1499","GOT1","K14454","glutamic-oxaloacetic transaminase 1","2.6.1.1","2805","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1500","GOT1L1","K14454","glutamic-oxaloacetic transaminase 1 like 1","2.6.1.1","137362","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1501","GOT2","K14455","glutamic-oxaloacetic transaminase 2","2.6.1.1","2806","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1502","IL4I1","K03334","interleukin 4 induced 1","1.4.3.2","259307","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1503","DDO","K00272","D-aspartate oxidase","1.4.3.1","8528","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1504","ASRGL1","K13051","asparaginase and isoaspartyl peptidase 1","3.5.1.1 3.4.19.5","80150","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1505","ASNS","K01953","asparagine synthetase (glutamine-hydrolyzing)","6.3.5.4","440","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1506","NIT2","K13566","nitrilase family member 2","3.5.1.3","56954","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1507","GPT2","K00814","glutamic--pyruvic transaminase 2","2.6.1.2","84706","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1508","GPT","K00814","glutamic--pyruvic transaminase","2.6.1.2","2875","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1509","AGXT","K00830","alanine--glyoxylate aminotransferase","2.6.1.44 2.6.1.45 2.6.1.51","189","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1510","AGXT2","K00827","alanine--glyoxylate aminotransferase 2","2.6.1.44 2.6.1.40","64902","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1511","ASS1","K01940","argininosuccinate synthase 1","6.3.4.5","445","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1512","ASL","K01755","argininosuccinate lyase","4.3.2.1","435","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1513","ADSS1","K01939","adenylosuccinate synthase 1","6.3.4.4","122622","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1514","ADSS2","K01939","adenylosuccinate synthase 2","6.3.4.4","159","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1515","ADSL","K01756","adenylosuccinate lyase","4.3.2.2","158","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1516","NAT8L","K18309","N-acetyltransferase 8 like","2.3.1.17","339983","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1517","RIMKLB","K18310","ribosomal modification protein rimK like family member B","6.3.1.17 6.3.2.41","57494","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1518","RIMKLA","K18311","ribosomal modification protein rimK like family member A","6.3.2.41 6.3.2.42","284716","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1519","FOLH1","K14592","folate hydrolase 1","3.4.17.21","2346","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1520","ASPA","K01437","aspartoacylase","3.5.1.15","443","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1521","GAD1","K01580","glutamate decarboxylase 1","4.1.1.15","2571","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1522","GAD2","K01580","glutamate decarboxylase 2","4.1.1.15","2572","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1523","ABAT","K13524","4-aminobutyrate aminotransferase","2.6.1.19 2.6.1.22","18","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1524","ALDH5A1","K00139","aldehyde dehydrogenase 5 family member A1","1.2.1.24","7915","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1525","GLUD2","K00261","glutamate dehydrogenase 2","1.4.1.3","2747","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1526","GLUD1","K00261","glutamate dehydrogenase 1","1.4.1.3","2746","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1527","ALDH4A1","K00294","aldehyde dehydrogenase 4 family member A1","1.2.1.88","8659","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1528","GLUL","K01915","glutamate-ammonia ligase","6.3.1.2","2752","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1529","CAD","K11540","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase","6.3.5.5 2.1.3.2 3.5.2.3","790","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1530","GLS2","K01425","glutaminase 2","3.5.1.2","27165","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1531","GLS","K01425","glutaminase","3.5.1.2","2744","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1532","CPS1","K01948","carbamoyl-phosphate synthase 1","6.3.4.16","1373","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
"1533","GFPT2","K00820","glutamine-fructose-6-phosphate transaminase 2","2.6.1.16","9945","hsa00250","Alanine, aspartate and glutamate metabolism","Metabolism","Amino acid metabolism"
